date/time: ,11/10/2023,11:10 a.m.
Run 1

time	(N)
0,000000	1,519167E+0
0,010000	1,418247E+0
0,020000	1,339403E+0
0,030000	1,251097E+0
0,040000	1,188022E+0
0,050000	1,131254E+0
0,060000	1,106024E+0
0,070000	1,112331E+0
0,080000	1,112331E+0
0,090000	1,165945E+0
0,100000	1,219559E+0
0,110000	1,276327E+0
0,120000	1,348864E+0
0,130000	1,443477E+0
0,140000	1,557013E+0
0,150000	1,686317E+0
0,160000	1,831391E+0
0,170000	1,973310E+0
0,180000	2,149921E+0
0,190000	2,317071E+0
0,200000	2,499990E+0
0,210000	2,654525E+0
0,220000	2,837443E+0
0,230000	3,032977E+0
0,240000	3,228511E+0
0,250000	3,433506E+0
0,260000	3,613270E+0
0,270000	3,789882E+0
0,280000	3,957031E+0
0,290000	4,139950E+0
0,300000	4,281870E+0
0,310000	4,430097E+0
0,320000	4,556248E+0
0,330000	4,679245E+0
0,340000	4,773858E+0
0,350000	4,887393E+0
0,360000	4,937854E+0
0,370000	4,988314E+0
0,380000	5,038774E+0
0,390000	5,060851E+0
0,400000	5,038774E+0
0,410000	5,023006E+0
0,420000	4,985160E+0
0,430000	4,944161E+0
0,440000	4,877932E+0
0,450000	4,777012E+0
0,460000	4,685552E+0
0,470000	4,575170E+0
0,480000	4,449019E+0
0,490000	4,281870E+0
0,500000	4,121027E+0
0,510000	3,963339E+0
0,520000	3,799343E+0
0,530000	3,632193E+0
0,540000	3,442967E+0
0,550000	3,250587E+0
0,560000	3,080283E+0
0,570000	2,887903E+0
0,580000	2,704985E+0
0,590000	2,503144E+0
0,600000	2,320225E+0
0,610000	2,168844E+0
0,620000	1,998540E+0
0,630000	1,859775E+0
0,640000	1,727316E+0
0,650000	1,594858E+0
0,660000	1,468707E+0
0,670000	1,367786E+0
0,680000	1,273173E+0
0,690000	1,219559E+0
0,700000	1,178560E+0
0,710000	1,147023E+0
0,720000	1,150176E+0
0,730000	1,140715E+0
0,740000	1,181714E+0
0,750000	1,213252E+0
0,760000	1,257405E+0
0,770000	1,326787E+0
0,780000	1,405632E+0
0,790000	1,516014E+0
0,800000	1,635857E+0
0,810000	1,771469E+0
0,820000	1,907081E+0
0,830000	2,067923E+0
0,840000	2,238227E+0
0,850000	2,417992E+0
0,860000	2,575680E+0
0,870000	2,752291E+0
0,880000	2,941518E+0
0,890000	3,137051E+0
0,900000	3,316816E+0
0,910000	3,502889E+0
0,920000	3,682653E+0
0,930000	3,878187E+0
0,940000	4,051644E+0
0,950000	4,203025E+0
0,960000	4,348099E+0
0,970000	4,483711E+0
0,980000	4,600400E+0
0,990000	4,707629E+0
1,000000	4,802242E+0
1,010000	4,896855E+0
1,020000	4,963084E+0
1,030000	4,994622E+0
1,040000	5,026159E+0
1,050000	5,045082E+0
1,060000	5,041928E+0
1,070000	5,000929E+0
1,080000	4,953623E+0
1,090000	4,884240E+0
1,100000	4,802242E+0
1,110000	4,729705E+0
1,120000	4,616169E+0
1,130000	4,490018E+0
1,140000	4,360714E+0
1,150000	4,225102E+0
1,160000	4,054798E+0
1,170000	3,887648E+0
1,180000	3,695269E+0
1,190000	3,521811E+0
1,200000	3,345200E+0
1,210000	3,162281E+0
1,220000	2,976209E+0
1,230000	2,812213E+0
1,240000	2,622987E+0
1,250000	2,443222E+0
1,260000	2,276072E+0
1,270000	2,096307E+0
1,280000	1,926004E+0
1,290000	1,780930E+0
1,300000	1,654780E+0
1,310000	1,553859E+0
1,320000	1,452938E+0
1,330000	1,352018E+0
1,340000	1,292096E+0
1,350000	1,229021E+0
1,360000	1,178560E+0
1,370000	1,150176E+0
1,380000	1,147023E+0
1,390000	1,162791E+0
1,400000	1,197483E+0
1,410000	1,251097E+0
1,420000	1,320480E+0
1,430000	1,399324E+0
1,440000	1,487630E+0
1,450000	1,591704E+0
1,460000	1,724162E+0
1,470000	1,837698E+0
1,480000	1,989079E+0
1,490000	2,156229E+0
1,500000	2,323379E+0
1,510000	2,487375E+0
1,520000	2,676601E+0
1,530000	2,872135E+0
1,540000	3,036131E+0
1,550000	3,231664E+0
1,560000	3,411429E+0
1,570000	3,594348E+0
1,580000	3,764651E+0
1,590000	3,938109E+0
1,600000	4,105259E+0
1,610000	4,266101E+0
1,620000	4,392252E+0
1,630000	4,531017E+0
1,640000	4,635092E+0
1,650000	4,726551E+0
1,660000	4,830626E+0
1,670000	4,912624E+0
1,680000	4,959930E+0
