date/time: ,11/10/2023,11:20 a.m.
Run 1

time	(N)
0,000000	6,145748E+0
0,010000	6,234053E+0
0,020000	6,344435E+0
0,030000	6,432741E+0
0,040000	6,517892E+0
0,050000	6,603044E+0
0,060000	6,653504E+0
0,070000	6,741810E+0
0,080000	6,792270E+0
0,090000	6,858499E+0
0,100000	6,927882E+0
0,110000	6,972035E+0
0,120000	7,028803E+0
0,130000	7,079263E+0
0,140000	7,110801E+0
0,150000	7,117109E+0
0,160000	7,151800E+0
0,170000	7,167569E+0
0,180000	7,170723E+0
0,190000	7,173876E+0
0,200000	7,158108E+0
0,210000	7,164415E+0
0,220000	7,145493E+0
0,230000	7,117109E+0
0,240000	7,085571E+0
0,250000	7,050879E+0
0,260000	6,990958E+0
0,270000	6,940497E+0
0,280000	6,880576E+0
0,290000	6,826962E+0
0,300000	6,763886E+0
0,310000	6,707119E+0
0,320000	6,618813E+0
0,330000	6,536815E+0
0,340000	6,454817E+0
0,350000	6,366511E+0
0,360000	6,275052E+0
0,370000	6,196208E+0
0,380000	6,104749E+0
0,390000	6,013289E+0
0,400000	5,928137E+0
0,410000	5,817755E+0
0,420000	5,710527E+0
0,430000	5,619068E+0
0,440000	5,540224E+0
0,450000	5,439303E+0
0,460000	5,338383E+0
0,470000	5,269000E+0
0,480000	5,171233E+0
0,490000	5,076620E+0
0,500000	5,004083E+0
0,510000	4,922085E+0
0,520000	4,865317E+0
0,530000	4,802242E+0
0,540000	4,732859E+0
0,550000	4,682398E+0
0,560000	4,625631E+0
0,570000	4,594093E+0
0,580000	4,549940E+0
0,590000	4,508941E+0
0,600000	4,483711E+0
0,610000	4,474250E+0
0,620000	4,452173E+0
0,630000	4,452173E+0
0,640000	4,452173E+0
0,650000	4,449019E+0
0,660000	4,483711E+0
0,670000	4,502634E+0
0,680000	4,524710E+0
0,690000	4,543633E+0
0,700000	4,578324E+0
0,710000	4,628784E+0
0,720000	4,682398E+0
0,730000	4,732859E+0
0,740000	4,795934E+0
0,750000	4,859010E+0
0,760000	4,944161E+0
0,770000	5,013544E+0
0,780000	5,092388E+0
0,790000	5,177540E+0
0,800000	5,265846E+0
0,810000	5,350998E+0
0,820000	5,442457E+0
0,830000	5,540224E+0
0,840000	5,628529E+0
0,850000	5,732604E+0
0,860000	5,808294E+0
0,870000	5,906061E+0
0,880000	6,000674E+0
0,890000	6,098441E+0
0,900000	6,196208E+0
0,910000	6,271898E+0
0,920000	6,363358E+0
0,930000	6,457971E+0
0,940000	6,546276E+0
0,950000	6,618813E+0
0,960000	6,691350E+0
0,970000	6,748118E+0
0,980000	6,817500E+0
0,990000	6,883730E+0
1,000000	6,937344E+0
1,010000	6,990958E+0
1,020000	7,038264E+0
1,030000	7,066648E+0
1,040000	7,117109E+0
1,050000	7,132877E+0
1,060000	7,142339E+0
1,070000	7,154954E+0
1,080000	7,167569E+0
1,090000	7,164415E+0
1,100000	7,158108E+0
1,110000	7,158108E+0
1,120000	7,126570E+0
1,130000	7,082417E+0
1,140000	7,044572E+0
1,150000	7,003573E+0
1,160000	6,965728E+0
1,170000	6,918421E+0
1,180000	6,867961E+0
1,190000	6,798578E+0
1,200000	6,726041E+0
1,210000	6,653504E+0
1,220000	6,571506E+0
1,230000	6,489508E+0
1,240000	6,398049E+0
1,250000	6,316051E+0
1,260000	6,234053E+0
1,270000	6,139440E+0
1,280000	6,051134E+0
1,290000	5,969136E+0
1,300000	5,858754E+0
1,310000	5,757834E+0
1,320000	5,660067E+0
1,330000	5,559146E+0
1,340000	5,477148E+0
1,350000	5,385689E+0
1,360000	5,294230E+0
1,370000	5,221693E+0
1,380000	5,133387E+0
1,390000	5,057697E+0
1,400000	4,975699E+0
1,410000	4,893701E+0
1,420000	4,818011E+0
1,430000	4,761243E+0
1,440000	4,720244E+0
1,450000	4,666630E+0
1,460000	4,603554E+0
1,470000	4,572016E+0
1,480000	4,543633E+0
1,490000	4,499480E+0
1,500000	4,493172E+0
1,510000	4,471096E+0
1,520000	4,452173E+0
1,530000	4,449019E+0
1,540000	4,461635E+0
1,550000	4,480557E+0
1,560000	4,499480E+0
1,570000	4,508941E+0
1,580000	4,534171E+0
1,590000	4,572016E+0
1,600000	4,603554E+0
1,610000	4,663476E+0
1,620000	4,717090E+0
1,630000	4,783319E+0
1,640000	4,859010E+0
1,650000	4,925239E+0
1,660000	4,982007E+0
1,670000	5,076620E+0
1,680000	5,139695E+0
1,690000	5,228001E+0
1,700000	5,303691E+0
1,710000	5,398304E+0
1,720000	5,496071E+0
1,730000	5,590684E+0
1,740000	5,697912E+0
1,750000	5,779910E+0
1,760000	5,871370E+0
1,770000	5,962829E+0
1,780000	6,057442E+0
1,790000	6,161516E+0
1,800000	6,234053E+0
1,810000	6,325512E+0
1,820000	6,429587E+0
1,830000	6,498970E+0
1,840000	6,577814E+0
1,850000	6,656658E+0
1,860000	6,719734E+0
1,870000	6,792270E+0
1,880000	6,871115E+0
1,890000	6,902652E+0
1,900000	6,975189E+0
1,910000	7,009880E+0
1,920000	7,044572E+0
1,930000	7,088725E+0
1,940000	7,120262E+0
1,950000	7,136031E+0
1,960000	7,139185E+0
1,970000	7,154954E+0
1,980000	7,148646E+0
1,990000	7,142339E+0
2,000000	7,129724E+0
2,010000	7,113955E+0
2,020000	7,066648E+0
2,030000	7,060341E+0
2,040000	7,003573E+0
2,050000	6,975189E+0
2,060000	6,931036E+0
2,070000	6,861653E+0
2,080000	6,804885E+0
2,090000	6,754425E+0
2,100000	6,662966E+0
2,110000	6,599890E+0
2,120000	6,521046E+0
2,130000	6,426433E+0
2,140000	6,350743E+0
2,150000	6,271898E+0
2,160000	6,170978E+0
2,170000	6,076365E+0
2,180000	5,988059E+0
2,190000	5,899754E+0
2,200000	5,789372E+0
2,210000	5,691605E+0
2,220000	5,603299E+0
2,230000	5,524455E+0
2,240000	5,426688E+0
2,250000	5,328921E+0
2,260000	5,237462E+0
2,270000	5,155464E+0
2,280000	5,076620E+0
